winery,wine,year,is_non_vintage,rating,num_reviews,region,region_grouped,price,price_log,type,body,acidity
Sierra Cantabria,Finca el Bosque,2015,FALSE,4.6,214,Rioja,Rioja,79.9,1.9025,Rioja Red,4,3
Vina Sastre,Pago de Santa Cruz,2018,FALSE,4.6,211,Ribera del Duero,Ribera del Duero,68.7,1.837,Ribera Del Duero Red,5,3
Dominio de Pingus,Pingus,2003,FALSE,4.6,205,Ribera del Duero,Ribera del Duero,1638.95,3.2146,Ribera Del Duero Red,5,3
Mas d'en Gil,Clos Fonta Priorat,2004,FALSE,4.6,202,Priorato,Priorato,150.0,2.1761,Priorat Red,4,3
Carmelo Rodero,Pago De Valtarrena,2016,FALSE,4.6,200,Ribera del Duero,Ribera del Duero,48.95,1.6898,Ribera Del Duero Red,5,3
Pago de Los Capellanes,Parcela El Picon Tinto,2014,FALSE,4.6,197,Ribera del Duero,Ribera del Duero,109.41,2.0391,Ribera Del Duero Red,5,3
Emilio Moro,Malleolus de Sanchomartin,2014,FALSE,4.6,186,Ribera del Duero,Ribera del Duero,119.0,2.0755,Ribera Del Duero Red,5,3
Vega Sicilia,Valbuena 5o,1992,FALSE,4.6,176,Ribera del Duero,Ribera del Duero,195.0,2.29,Ribera Del Duero Red,5,3
Dominio de Pingus,Pingus,2014,FALSE,4.6,172,Ribera del Duero,Ribera del Duero,1595.0,3.2028,Ribera Del Duero Red,5,3
Artadi,Vina El Pison,2010,FALSE,4.6,169,Vino de Espana,Vino de Espana,519.55,2.7156,Tempranillo,4,2
Pago de Los Capellanes,Parcela El Picon Tinto,2012,FALSE,4.6,165,Ribera del Duero,Ribera del Duero,89.0,1.9494,Ribera Del Duero Red,5,3
Artadi,Vina El Pison,2011,FALSE,4.6,165,Vino de Espana,Vino de Espana,511.9,2.7092,Tempranillo,4,2
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1999,FALSE,4.6,164,Priorato,Priorato,980.0,2.9912,Priorat Red,4,3
Casa Castillo,Cuvee N Vinas Viejas,2015,FALSE,4.6,160,Jumilla,Other,73.0,1.8633,Red,4,3
Artadi,Vina El Pison,2012,FALSE,4.6,159,Vino de Espana,Vino de Espana,280.0,2.4472,Tempranillo,4,2
Vega Sicilia,Unico,1973,FALSE,4.6,157,Ribera del Duero,Ribera del Duero,932.3,2.9696,Ribera Del Duero Red,5,3
Bodega Contador (Benjamin Romeo),Contador Rioja,2014,FALSE,4.6,157,Rioja,Rioja,251.99,2.4014,Rioja Red,4,3
Bodegas San Roman,Cartago Paraje de Pozo,2014,FALSE,4.6,153,Toro,Toro,61.69,1.7902,Toro Red,5,3
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1996,FALSE,4.6,150,Priorato,Priorato,1372.14,3.1374,Priorat Red,4,3
Bodega Numanthia,Termanthia,2014,FALSE,4.6,147,Toro,Toro,210.5,2.3233,Toro Red,5,3
Vega Sicilia,Valbuena 5o,1985,FALSE,4.6,146,Ribera del Duero,Ribera del Duero,285.0,2.4548,Ribera Del Duero Red,5,3
Matarromera,Ribera del Duero Prestigio Pago de las Solanas,2001,FALSE,4.6,145,Ribera del Duero,Ribera del Duero,245.75,2.3905,Ribera Del Duero Red,5,3
Vega Sicilia,Valbuena 5o,1989,FALSE,4.6,143,Ribera del Duero,Ribera del Duero,228.57,2.359,Ribera Del Duero Red,5,3
Bodega Contador (Benjamin Romeo),Contador Rioja,2015,FALSE,4.6,143,Rioja,Rioja,319.9,2.505,Rioja Red,4,3
Artadi,Vina El Pison,2005,FALSE,4.6,142,Vino de Espana,Vino de Espana,325.0,2.5119,Tempranillo,4,2
Nin-Ortiz,Nit de Nin Mas d'en Cacador,2011,FALSE,4.6,139,Priorato,Priorato,345.0,2.5378,Priorat Red,4,3
Bodegas Mauro,VS,2018,FALSE,4.6,136,Castilla y Leon,Other,58.9,1.7701,Tempranillo,4,2
Remirez de Ganuza,Maria Remirez de Ganuza,2005,FALSE,4.6,136,Rioja,Rioja,159.0,2.2014,Rioja Red,4,3
Vinas del Vero,Blecua Somontano,2013,FALSE,4.6,135,Somontano,Other,69.9,1.8445,Red,4,3
Vega Sicilia,Unico Reserva Especial Edicion,1989,FALSE,4.6,133,Ribera del Duero,Ribera del Duero,895.4,2.952,Ribera Del Duero Red,5,3
Teso La Monja,Alabaster,2017,FALSE,4.6,131,Toro,Toro,147.85,2.1698,Toro Red,5,3
Bodegas Mauro,Terreus Paraje de Cueva Baja,2018,FALSE,4.6,128,Castilla y Leon,Other,88.05,1.9447,Tempranillo,4,2
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1997,FALSE,4.6,127,Priorato,Priorato,1080.0,3.0334,Priorat Red,4,3
Marques de Riscal,Frank Gehry Selection,2001,FALSE,4.6,124,Rioja,Rioja,301.0,2.4786,Tempranillo,4,2
Artadi,Vina El Pison,2014,FALSE,4.6,124,Vino de Espana,Vino de Espana,275.0,2.4393,Tempranillo,4,2
Vega Sicilia,Unico,1967,FALSE,4.6,123,Ribera del Duero,Ribera del Duero,1106.24,3.0438,Ribera Del Duero Red,5,3
Arzuaga,Amaya Arzuaga (Coleccion),2016,FALSE,4.6,123,Ribera del Duero,Ribera del Duero,64.9,1.8122,Ribera Del Duero Red,5,3
Dominio de Pingus,Pingus,2000,FALSE,4.6,122,Ribera del Duero,Ribera del Duero,1503.0,3.177,Ribera Del Duero Red,5,3
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1995,FALSE,4.6,122,Priorato,Priorato,1372.14,3.1374,Priorat Red,4,3
Artadi,Vina El Pison,2015,FALSE,4.6,122,Vino de Espana,Vino de Espana,241.55,2.383,Tempranillo,4,2
Bodegas Mas Alta,La Creu Alta,2013,FALSE,4.6,116,Priorato,Priorato,89.17,1.9502,Priorat Red,4,3
Vega Sicilia,Unico,1975,FALSE,4.6,115,Ribera del Duero,Ribera del Duero,769.9,2.8864,Ribera Del Duero Red,5,3
Dominio de Calogia,Tinto,2019,FALSE,4.6,114,Ribera del Duero,Ribera del Duero,67.94,1.8321,Ribera Del Duero Red,5,3
Tomas Postigo,5o Ano Ribera del Duero Tinto,2016,FALSE,4.6,113,Ribera del Duero,Ribera del Duero,44.0,1.6435,Ribera Del Duero Red,5,3
Artadi,Vina El Pison,2009,FALSE,4.6,113,Vino de Espana,Vino de Espana,445.0,2.6484,Tempranillo,4,2
Cal Pla,Planots Priorat,2010,FALSE,4.6,112,Priorato,Priorato,87.02,1.9396,Priorat Red,4,3
Vega Sicilia,Unico Reserva Especial Edicion,2009,FALSE,4.6,111,Ribera del Duero,Ribera del Duero,747.17,2.8734,Ribera Del Duero Red,5,3
Dominio del Bendito,El Titan del Bendito,2018,FALSE,4.6,111,Toro,Toro,49.95,1.6985,Toro Red,5,3
Ossian,Capitel,2018,FALSE,4.6,107,Castilla y Leon,Other,50.51,1.7034,Verdejo,3,3
Arzuaga,Gran Arzuaga Ribera del Duero,2004,FALSE,4.6,105,Ribera del Duero,Ribera del Duero,157.4,2.197,Ribera Del Duero Red,5,3
Alto Moncayo,Aquilon Garnacha,2015,FALSE,4.6,105,Campo de Borja,Other,120.9,2.0824,Grenache,5,3
Dominio de Pingus,Pingus,1996,FALSE,4.6,102,Ribera del Duero,Ribera del Duero,1746.94,3.2423,Ribera Del Duero Red,5,3
Cepa 21,Horcajo,2015,FALSE,4.6,100,Ribera del Duero,Ribera del Duero,75.3,1.8768,Ribera Del Duero Red,5,3
Carmelo Rodero,Pago De Valtarrena,2018,FALSE,4.6,99,Ribera del Duero,Ribera del Duero,47.5,1.6767,Ribera Del Duero Red,5,3
Vega Sicilia,Unico,2012,FALSE,4.6,98,Ribera del Duero,Ribera del Duero,359.9,2.5562,Ribera Del Duero Red,5,3
Bodegas Vilano,Tinto,2019,FALSE,4.6,97,Ribera del Duero,Ribera del Duero,43.5,1.6385,Ribera Del Duero Red,5,3
Allende,Aurus,2005,FALSE,4.6,95,Rioja,Rioja,136.0,2.1335,Rioja Red,4,3
Costers del Siurana,Dolc de L'Obac,2006,FALSE,4.6,94,Priorato,Priorato,117.239420060872,2.0691,NA,NA,NA
Pago de Los Capellanes,Parcela El Picon Tinto,2011,FALSE,4.6,93,Ribera del Duero,Ribera del Duero,135.0,2.1303,Ribera Del Duero Red,5,3
Remirez de Ganuza,Trasnocho,2013,FALSE,4.6,91,Rioja,Rioja,82.5,1.9165,Rioja Red,4,3
Bodegas Roda,Cirsion Rioja,2017,FALSE,4.6,90,Rioja,Rioja,149.9,2.1758,Rioja Red,4,3
Teso La Monja,Tinto,2008,FALSE,4.6,87,Toro,Toro,1260.0,3.1004,Toro Red,5,3
Pago de Los Capellanes,Doroteo Edicion Especial 25 Aniversario,2015,FALSE,4.6,86,Ribera del Duero,Ribera del Duero,59.0,1.7709,Ribera Del Duero Red,5,3
Bodegas Valduero,Tierra Alta de 2 Racimos Gran Reserva,2011,FALSE,4.6,85,Ribera del Duero,Ribera del Duero,82.5,1.9165,Ribera Del Duero Red,5,3
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2011,FALSE,4.6,85,Rioja,Rioja,195.0,2.29,Rioja Red,4,3
Vega Sicilia,Valbuena 5o,1980,FALSE,4.6,84,Ribera del Duero,Ribera del Duero,195.0,2.29,Ribera Del Duero Red,5,3
Arzuaga,Reserva Especial Ribera del Duero,2016,FALSE,4.6,83,Ribera del Duero,Ribera del Duero,54.5,1.7364,Ribera Del Duero Red,5,3
Hacienda Monasterio,Reserva Especial,2015,FALSE,4.6,80,Ribera del Duero,Ribera del Duero,79.1,1.8982,Ribera Del Duero Red,5,3
Mas d'en Gil,Gran Buig Priorat,2004,FALSE,4.6,79,Priorato,Priorato,272.0,2.4346,Priorat Red,4,3
Castillo Perelada,Finca Garbet,2014,FALSE,4.6,75,Emporda,Other,99.0,1.9956,Syrah,4,3
Osborne,Solera India Oloroso Rare Sherry,,TRUE,4.6,74,Jerez-Xeres-Sherry,Jerez-Xeres-Sherry,189.99,2.2787,Sherry,4,3
Emilio Moro,Clon De La Familia,2011,FALSE,4.6,72,Ribera del Duero,Ribera del Duero,317.63,2.5019,Ribera Del Duero Red,5,3
Sierra Cantabria,Amancio,2007,FALSE,4.6,70,Rioja,Rioja,399.6,2.6016,Rioja Red,4,3
Toro Albala,Gines Liebana Pedro Ximenez,1910,FALSE,4.6,70,Montilla-Moriles,Other,701.05,2.8457,Pedro Ximenez,5,1
Recaredo,Reserva Particular de Recaredo Brut Nature,2008,FALSE,4.6,69,Cava,Other,74.9,1.8745,Cava,2,3
Clos Erasmus,Priorat,2008,FALSE,4.6,66,Priorato,Priorato,654.31,2.8158,Priorat Red,4,3
Vega Sicilia,Valbuena 5o,1983,FALSE,4.6,66,Ribera del Duero,Ribera del Duero,247.75,2.394,Ribera Del Duero Red,5,3
Toro Albala,Don PX Seleccion,1965,FALSE,4.6,65,Montilla-Moriles,Other,144.99,2.1613,Pedro Ximenez,5,1
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2001,FALSE,4.6,65,Priorato,Priorato,945.0,2.9754,Priorat Red,4,3
Hacienda Monasterio,Reserva,2017,FALSE,4.6,64,Ribera del Duero,Ribera del Duero,50.0,1.699,Ribera Del Duero Red,5,3
Ysios,Finca Las Naves,2016,FALSE,4.6,63,Rioja,Rioja,126.64,2.1026,Rioja Red,4,3
Marques de Grinon,AAA,2008,FALSE,4.6,63,Dominio de Valdepusa,Other,162.38,2.2105,Red,4,3
Contino,Vina del Olivo,2001,FALSE,4.6,60,Rioja,Rioja,81.0,1.9085,Rioja Red,4,3
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2010,FALSE,4.6,60,Priorato,Priorato,2750.0,3.4393,Priorat Red,4,3
Marques de Murrieta,Dalmau Rioja,2001,FALSE,4.6,59,Rioja,Rioja,121.0,2.0828,Rioja Red,4,3
Alvaro Palacios,Les Aubaguetes Priorat,2016,FALSE,4.6,59,Priorato,Priorato,355.95,2.5514,Priorat Red,4,3
Gramona,Cava Enoteca Finca La Plana Brut Nature,2001,FALSE,4.6,58,Cava,Other,164.66,2.2166,Cava,2,3
Alto Moncayo,Aquilon Garnacha,2016,FALSE,4.6,58,Campo de Borja,Other,120.9,2.0824,Grenache,5,3
Dominio del Aguila,Gran Reserva Penas Aladas,2014,FALSE,4.6,58,Ribera del Duero,Ribera del Duero,218.9,2.3402,Ribera Del Duero Red,5,3
Hacienda Solano,Pena Lobera,2016,FALSE,4.6,57,Ribera del Duero,Ribera del Duero,65.95,1.8192,Ribera Del Duero Red,5,3
Bodegas Mas Alta,La Creu Alta,2014,FALSE,4.6,53,Priorato,Priorato,86.0,1.9345,Priorat Red,4,3
Francisco Garcia Perez,Adega do Moucho Treixadura,2017,FALSE,4.6,53,Ribeiro,Ribeiro,34.5,1.5378,NA,NA,NA
Anima Negra,Son Negre,2007,FALSE,4.6,51,Mallorca,Mallorca,282.65,2.4512,Red,4,3
Mas Doix,1902 Centenary Carignan Priorat,2017,FALSE,4.6,51,Priorato,Priorato,259.9,2.4148,Priorat Red,4,3
Vega Sicilia,Unico,1961,FALSE,4.6,50,Ribera del Duero,Ribera del Duero,1099.28,3.0411,Ribera Del Duero Red,5,3
Castano,Casa Cisca Monastrell,2016,FALSE,4.6,49,Yecla,Other,35.0,1.5441,Monastrell,5,3
Descendientes de J. Palacios,Moncerbal Bierzo (Corullon),2016,FALSE,4.6,48,Bierzo,Bierzo,269.95,2.4313,Mencia,3,3
La Legua,Capricho,2014,FALSE,4.6,47,Cigales,Other,27.2693427,1.4357,Red,4,3
Dominio de Pingus,Pingus,2018,FALSE,4.6,47,Ribera del Duero,Ribera del Duero,1250.0,3.0969,Ribera Del Duero Red,5,3
Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2016,FALSE,4.6,47,Rioja,Rioja,52.95,1.7239,Rioja Red,4,3
Oxer Wines,Kalamity Rioja,2018,FALSE,4.6,46,Rioja,Rioja,114.95,2.0605,Rioja Red,4,3
Bodegas Yuste,Conde de Aldama Amontillado,,TRUE,4.6,46,Jerez-Xeres-Sherry,Jerez-Xeres-Sherry,89.9,1.9538,Sherry,4,3
Vega Sicilia,Valbuena 5o,1979,FALSE,4.6,46,Ribera del Duero,Ribera del Duero,195.0,2.29,Ribera Del Duero Red,5,3
Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2015,FALSE,4.6,45,Utiel-Requena,Other,29.35,1.4676,Red,4,3
Proyecto Garnachas de Espana,El Garnacho Viejo de la Familia Acha,2014,FALSE,4.6,45,Rioja,Rioja,79.9,1.9025,Rioja Red,4,3
Matarromera,Ribera del Duero Prestigio,2016,FALSE,4.6,45,Ribera del Duero,Ribera del Duero,53.95,1.732,Ribera Del Duero Red,5,3
Casal de Arman,Finca Misenhora Edicion Limitada,2018,FALSE,4.6,44,Ribeiro,Ribeiro,26.2,1.4183,NA,NA,NA
Mas Doix,1902 Centenary Carignan Priorat,2016,FALSE,4.6,43,Priorato,Priorato,270.44,2.4321,Priorat Red,4,3
Artadi,La Poza de Ballesteros,2009,FALSE,4.6,42,Vino de Espana,Vino de Espana,187.5,2.273,Tempranillo,4,2
Marques de Murrieta,Reserva Rioja (Finca Ygay),1954,FALSE,4.6,42,Rioja,Rioja,210.0,2.3222,Rioja Red,4,3
Hacienda Monasterio,Reserva Especial,2016,FALSE,4.6,41,Ribera del Duero,Ribera del Duero,85.63,1.9326,Ribera Del Duero Red,5,3
Artadi,Vina El Pison,2017,FALSE,4.6,41,Vino de Espana,Vino de Espana,304.54,2.4836,Tempranillo,4,2
Vall Llach,Idus,2020,FALSE,4.6,41,Priorato,Priorato,34.3,1.5353,Priorat Red,4,3
Clos Erasmus,Priorat,2003,FALSE,4.6,41,Priorato,Priorato,993.28,2.9971,Priorat Red,4,3
Sierra Cantabria,Amancio,2017,FALSE,4.6,40,Rioja,Rioja,85.95,1.9342,Rioja Red,4,3
Pago de Larrainzar,Rosado de Larrainzar,2020,FALSE,4.6,39,Navarra,Other,12.0,1.0792,NA,NA,NA
Emilio Moro,Clon De La Familia,2015,FALSE,4.6,39,Ribera del Duero,Ribera del Duero,249.9,2.3978,Ribera Del Duero Red,5,3
Vega Sicilia,Unico Reserva Especial Edicion,1982,FALSE,4.6,39,Ribera del Duero,Ribera del Duero,1238.43,3.0929,Ribera Del Duero Red,5,3
Sierra Cantabria,Finca el Bosque,2002,FALSE,4.6,38,Rioja,Rioja,128.0,2.1072,Rioja Red,4,3
Descendientes de J. Palacios,Valdafoz Bierzo (Corullon),2011,FALSE,4.6,38,Bierzo,Bierzo,135.5,2.1319,Mencia,3,3
Ukan Winery,Tinto,2019,FALSE,4.6,38,Rioja Alavesa,Other,40.5,1.6075,Rioja Red,4,3
Finca Moncloa,Tintilla de Rota,2017,FALSE,4.6,37,Cadiz,Other,43.1,1.6345,NA,NA,NA
Bodegas Mas Alta,La Creu Alta,2017,FALSE,4.6,36,Priorato,Priorato,85.0,1.9294,Priorat Red,4,3
Vina Real,Rioja Gran Reserva,1986,FALSE,4.6,35,Rioja,Rioja,123.0,2.0899,Rioja Red,4,3
Dominio de Atauta,Valdegatiles Ribera del Duero,2012,FALSE,4.6,34,Ribera del Duero,Ribera del Duero,106.35,2.0267,Ribera Del Duero Red,5,3
Toro Albala,Don PX Seleccion,1962,FALSE,4.6,34,Montilla-Moriles,Other,207.0,2.316,Pedro Ximenez,5,1
Micro Bio (MicroBio),Respublica Verdejo,2016,FALSE,4.6,33,Vino de Espana,Vino de Espana,75.95,1.8805,Verdejo,3,3
Dominio del Aguila,Gran Reserva Penas Aladas,2015,FALSE,4.6,33,Ribera del Duero,Ribera del Duero,185.3,2.2679,Ribera Del Duero Red,5,3
Terroir Al Limit Soc. Lda,Les Tosses,2016,FALSE,4.6,33,Priorato,Priorato,205.95,2.3138,Priorat Red,4,3
Finca Torremilanos,Torremilanos Coleccion Ribera del Duero,2016,FALSE,4.6,32,Ribera del Duero,Ribera del Duero,40.45,1.6069,Ribera Del Duero Red,5,3
Artadi,El Carretil,2017,FALSE,4.6,32,Vino de Espana,Vino de Espana,176.89,2.2477,Tempranillo,4,2
Huerta de Albala,Taberner No. 1,2013,FALSE,4.6,32,Cadiz,Other,79.9,1.9025,Red,4,3
Gomez Cruzado,Vina Motulleri,2011,FALSE,4.6,30,Rioja,Rioja,79.0,1.8976,Rioja Red,4,3
Castell d'Encus,Saktih,2013,FALSE,4.6,30,Costers del Segre,Costers del Segre,195.27,2.2906,Red,4,3
Abadia Retuerta,Cuvee Palomar,2017,FALSE,4.6,30,Sardon de Duero,Other,58.9,1.7701,Red,4,3
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2014,FALSE,4.6,30,Priorato,Priorato,1660.0,3.2201,Priorat Red,4,3
Dominio de Atauta,Valdegatiles Ribera del Duero,2013,FALSE,4.6,29,Ribera del Duero,Ribera del Duero,111.9,2.0488,Ribera Del Duero Red,5,3
Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2017,FALSE,4.6,29,Utiel-Requena,Other,29.95,1.4764,Red,4,3
Enate,Uno Tinto,2010,FALSE,4.6,28,Somontano,Other,129.9,2.1136,Red,4,3
Benjamin de Rothschild - Vega Sicilia,Macan,2017,FALSE,4.6,28,Rioja,Rioja,69.95,1.8448,Rioja Red,4,3
Mas Doix,1903 Centenary Grenache,2016,FALSE,4.6,28,Priorato,Priorato,299.0,2.4757,Priorat Red,4,3
Descendientes de J. Palacios,La Faraona Bierzo (Corullon),2010,FALSE,4.6,28,Bierzo,Bierzo,3119.08,3.494,Red,4,3
Bodegas Aragonesas,Galiano Seleccion Especial,2013,FALSE,4.6,28,Campo de Borja,Other,99.95,1.9998,Red,4,3
Telmo Rodriguez,Molino Real,2016,FALSE,4.6,28,Malaga,Other,41.69,1.62,NA,NA,NA
Anima Negra,Son Negre,2004,FALSE,4.6,27,Mallorca,Mallorca,374.35,2.5733,Red,4,3
Tomas Postigo,5o Ano Ribera del Duero Tinto,2017,FALSE,4.6,27,Ribera del Duero,Ribera del Duero,46.45,1.667,Ribera Del Duero Red,5,3
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2011,FALSE,4.6,27,Priorato,Priorato,2750.0,3.4393,Priorat Red,4,3
Acustic Celler,Etern Vinyes Molt Velles,2016,FALSE,4.6,26,Priorato,Priorato,42.5,1.6284,Priorat Red,4,3
Vina Pedrosa,40 Aniversario Gran Reserva,2012,FALSE,4.6,25,Ribera del Duero,Ribera del Duero,95.0,1.9777,Ribera Del Duero Red,5,3
Osborne,Solera BC-200,,TRUE,4.6,25,Jerez-Xeres-Sherry,Jerez-Xeres-Sherry,197.3,2.2951,Sherry,4,3
Recaredo,Corpinnat Enoteca Reserva Particular de Recaredo,2004,FALSE,4.6,25,Cataluna,Other,130.0,2.1139,Sparkling,2,3
Toro Albala,Don PX Pedro Ximenez,1968,FALSE,4.6,25,Montilla-Moriles,Other,181.5,2.2589,Pedro Ximenez,5,1
Pago de Carraovejas,Tinto,2016,FALSE,4.5,7529,Ribera del Duero,Ribera del Duero,29.8,1.4742,Ribera Del Duero Red,5,3
Alion,Ribera del Duero,2013,FALSE,4.5,7435,Ribera del Duero,Ribera del Duero,73.0,1.8633,Ribera Del Duero Red,5,3
Alion,Ribera del Duero,2014,FALSE,4.5,7237,Ribera del Duero,Ribera del Duero,56.27,1.7503,Ribera Del Duero Red,5,3
Pintia,Toro,2014,FALSE,4.5,5863,Toro,Toro,69.0,1.8388,Toro Red,5,3
Pago de Carraovejas,Tinto,2018,FALSE,4.5,5372,Ribera del Duero,Ribera del Duero,45.0,1.6532,Ribera Del Duero Red,5,3
Alion,Ribera del Duero,2015,FALSE,4.5,5365,Ribera del Duero,Ribera del Duero,75.0,1.8751,Ribera Del Duero Red,5,3
Pintia,Toro,2015,FALSE,4.5,4979,Toro,Toro,69.8,1.8439,Toro Red,5,3
Pago de Carraovejas,Tinto,2017,FALSE,4.5,4935,Ribera del Duero,Ribera del Duero,121.936825872994,2.0861,Ribera Del Duero Red,5,3
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2016,FALSE,4.5,4411,Ribera del Duero,Ribera del Duero,78.65,1.8957,Ribera Del Duero Red,5,3
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2005,FALSE,4.5,3521,Rioja,Rioja,400.0,2.6021,Rioja Red,4,3
La Rioja Alta,Gran Reserva 890,2005,FALSE,4.5,3443,Rioja,Rioja,125.0,2.0969,Rioja Red,4,3
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2009,FALSE,4.5,3148,Rioja,Rioja,229.0,2.3598,Rioja Red,4,3
Pintia,Toro,2016,FALSE,4.5,3118,Toro,Toro,40.41,1.6065,Toro Red,5,3
Dominio de Pingus,Flor de Pingus,2016,FALSE,4.5,2887,Ribera del Duero,Ribera del Duero,101.94,2.0083,Ribera Del Duero Red,5,3
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2015,FALSE,4.5,2858,Ribera del Duero,Ribera del Duero,172.5,2.2368,Ribera Del Duero Red,5,3
Bodegas El Nido,Clio,2015,FALSE,4.5,2712,Jumilla,Other,33.2,1.5211,Red,4,3
Dominio de Pingus,Flor de Pingus,2014,FALSE,4.5,2710,Ribera del Duero,Ribera del Duero,125.0,2.0969,Ribera Del Duero Red,5,3
Dominio de Pingus,Flor de Pingus,2010,FALSE,4.5,2551,Ribera del Duero,Ribera del Duero,125.0,2.0969,Ribera Del Duero Red,5,3
Dominio de Pingus,Flor de Pingus,2015,FALSE,4.5,2530,Ribera del Duero,Ribera del Duero,125.0,2.0969,Ribera Del Duero Red,5,3
Bodegas El Nido,Clio,2016,FALSE,4.5,2228,Jumilla,Other,31.75,1.5017,Red,4,3
Bodegas El Nido,Clio,2017,FALSE,4.5,2220,Jumilla,Other,39.5,1.5966,Red,4,3
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2011,FALSE,4.5,2207,Ribera del Duero,Ribera del Duero,64.0,1.8062,Ribera Del Duero Red,5,3
Pago de Carraovejas,Tinto,2019,FALSE,4.5,2144,Ribera del Duero,Ribera del Duero,33.8,1.5289,Ribera Del Duero Red,5,3
Benjamin de Rothschild - Vega Sicilia,Macan,2014,FALSE,4.5,1910,Rioja,Rioja,58.95,1.7705,Rioja Red,4,3
Aalto,Tinto,2018,FALSE,4.5,1864,Ribera del Duero,Ribera del Duero,33.25,1.5218,Ribera Del Duero Red,5,3
Bodegas El Nido,Clio,2018,FALSE,4.5,1520,Jumilla,Other,61.8491765262698,1.7913,Red,4,3
Alto Moncayo,Garnacha,2017,FALSE,4.5,1503,Campo de Borja,Other,44.27,1.6461,Grenache,5,3
Pago de Los Capellanes,Parcela El Nogal Tinto,2015,FALSE,4.5,1393,Ribera del Duero,Ribera del Duero,45.9,1.6618,Ribera Del Duero Red,5,3
Vega Sicilia,Valbuena 5o,2003,FALSE,4.5,1346,Ribera del Duero,Ribera del Duero,239.2,2.3788,Ribera Del Duero Red,5,3
Benjamin de Rothschild - Vega Sicilia,Macan,2015,FALSE,4.5,1345,Rioja,Rioja,68.9,1.8382,Rioja Red,4,3
Alion,Ribera del Duero,2003,FALSE,4.5,1236,Ribera del Duero,Ribera del Duero,164.0,2.2148,Ribera Del Duero Red,5,3
Belondrade,Belondrade y Lurton,2018,FALSE,4.5,1192,Rueda,Other,32.85,1.5165,Verdejo,3,3
Pago de Los Capellanes,Parcela El Nogal Tinto,2014,FALSE,4.5,1163,Ribera del Duero,Ribera del Duero,40.95,1.6123,Ribera Del Duero Red,5,3
Pago de Carraovejas,Reserva,2014,FALSE,4.5,1148,Ribera del Duero,Ribera del Duero,69.5803235920536,1.8425,Ribera Del Duero Red,5,3
Dominio de Pingus,Flor de Pingus,2017,FALSE,4.5,1094,Ribera del Duero,Ribera del Duero,110.0,2.0414,Ribera Del Duero Red,5,3
Remirez de Ganuza,Rioja Reserva,2012,FALSE,4.5,1089,Rioja,Rioja,49.75,1.6968,Rioja Red,4,3
Muga,Prado Enea Gran Reserva,2014,FALSE,4.5,1014,Rioja,Rioja,51.0,1.7076,Rioja Red,4,3
Remirez de Ganuza,Rioja Reserva,2011,FALSE,4.5,1012,Rioja,Rioja,59.9,1.7774,Rioja Red,4,3
La Rioja Alta,Gran Reserva 890,2004,FALSE,4.5,990,Rioja,Rioja,290.7,2.4634,Rioja Red,4,3
Belondrade,Belondrade y Lurton,2019,FALSE,4.5,961,Rueda,Other,37.7,1.5763,Verdejo,3,3
Clos Mogador,Priorat,2015,FALSE,4.5,955,Priorato,Priorato,146.95,2.1672,Priorat Red,4,3
Bodegas Tradicion,Pedro Ximenez Tradicion 20 Years Old Vos,,TRUE,4.5,854,Jerez Pedro Ximenes (PX),Other,68.9,1.8382,Pedro Ximenez,5,1
Muga,Torre Muga,2016,FALSE,4.5,838,Rioja,Rioja,70.5,1.8482,Rioja Red,4,3
Benjamin de Rothschild - Vega Sicilia,Macan,2016,FALSE,4.5,813,Rioja,Rioja,64.0,1.8062,Rioja Red,4,3
Bodega Numanthia,Termanthia,2010,FALSE,4.5,729,Toro,Toro,168.0,2.2253,Toro Red,5,3
Emilio Moro,Malleolus de Valderramiro,2011,FALSE,4.5,719,Ribera del Duero,Ribera del Duero,173.95,2.2404,Ribera Del Duero Red,5,3
Clos Mogador,Priorat,2017,FALSE,4.5,666,Priorato,Priorato,65.0,1.8129,Priorat Red,4,3
Marques de Murrieta,Dalmau Rioja,2014,FALSE,4.5,642,Rioja,Rioja,67.6,1.8299,Rioja Red,4,3
Hacienda Monasterio,Reserva,2015,FALSE,4.5,629,Ribera del Duero,Ribera del Duero,53.95,1.732,Ribera Del Duero Red,5,3
